order_item_id,order_id,product_id,quantity,price
1092,1351,349,4,58.12
1093,650,48,5,48.4
1094,949,115,4,57.82
1095,190,399,5,69.76
1096,994,446,1,68.48
1097,1722,19,5,59.7
1098,2121,260,5,38.27
1099,2783,13,1,8.17
1100,1523,405,5,23.71
1101,321,48,1,40.1
1102,839,89,1,20.37
1103,1168,25,1,63.05
1104,778,352,2,72.22
1105,2338,222,2,52.48
1106,175,95,1,68.24
1107,968,279,5,65.45
1108,2125,87,1,58.16
1109,2519,109,5,33.23
1110,1843,267,1,76.51
1111,1689,396,4,46.07
1112,1018,383,3,88.66
1113,554,379,1,56.65
1114,1225,263,1,22.63
1115,764,381,4,46.32
1116,1970,143,2,74.15
1117,1692,158,3,85.58
1118,1056,238,5,23.44
1119,2803,392,2,77.35
1120,2455,421,4,43.61
1121,1812,305,3,54.24
1122,2798,355,5,50.07
1123,1239,140,5,58.82
1124,1275,199,5,47.36
1125,362,157,3,41.48
1126,2498,112,5,63.58
1127,1372,128,1,81.99
1128,1353,414,4,43.32
1129,2678,74,2,63.43
1130,42,483,2,64.53
1131,2390,389,1,85.45
1132,2316,413,4,30.49
1133,2414,199,4,44.74
1134,2128,33,1,67.82
1135,2203,94,2,59.77
1136,598,125,2,30.3
1137,2295,252,2,22.65
1138,215,116,4,24.74
1139,1991,362,5,78.49
1140,219,199,1,24.36
1141,1695,252,3,72.15
1142,2134,494,3,52.1
1143,1002,27,3,79.79
1144,1343,300,4,70.22
1145,1334,346,4,67.95
1146,2670,420,3,83.44
1147,1886,258,4,58.35
1148,9,28,3,37.05
1149,540,470,4,65.53
1150,1962,334,4,29.81
1151,1047,482,5,30.08
1152,1697,469,2,20.73
1153,150,189,4,15.2
1154,1780,182,2,88.87
1155,1038,91,1,10.84
1156,619,45,5,45.97
1157,1025,234,1,87.22
1158,563,26,2,35.95
1159,2587,295,1,59.31
1160,2162,178,1,81.42
1161,1675,192,1,27.37
1162,1297,451,5,35.35
1163,2226,45,3,98.94
1164,761,427,2,72.41
1165,2051,445,4,90.41
1166,1683,364,2,22.69
1167,2007,344,5,70.72
1168,196,400,3,17.24
1169,838,281,1,5.15
1170,167,472,5,63.48
1171,318,378,4,9.11
1172,1490,78,2,62.3
1173,2166,137,3,48.62
1174,2681,399,3,60.14
1175,1665,186,5,61.87
1176,1368,434,2,49.94
1177,2881,93,3,63.56
1178,1759,49,1,81.17
1179,883,163,5,83.05
1180,184,160,1,64.61
1181,1963,375,3,16.73
1182,165,220,1,6.03
1183,628,460,2,15.33
1184,2252,301,4,32.31
1185,824,422,4,15.47
1186,1831,123,2,9.15
1187,1007,43,5,16.99
1188,1156,128,1,22.06
1189,1741,211,3,42.82
1190,178,90,2,24.12
1191,355,464,4,96.96
1192,1392,262,1,44.76
1193,597,129,4,35.96
1194,1386,77,4,48.41
1195,569,458,1,69.07
1196,1660,323,4,76.0
1197,590,233,3,15.71
1198,32,456,3,90.82
1199,2807,473,4,57.24
1200,171,219,5,5.26
1201,1894,490,1,78.4
1202,729,43,5,13.67
1203,1570,233,5,24.25
1204,739,498,2,39.67
1205,769,295,2,77.22
1206,948,9,3,30.9
1207,1155,376,5,71.58
1208,336,446,4,36.43
1209,230,459,4,60.26
1210,772,75,1,72.1
1211,931,17,2,30.78
1212,1622,350,3,44.17
1213,2165,402,3,64.67
1214,2803,170,1,59.49
1215,585,370,1,33.94
1216,2673,464,1,35.68
1217,1249,279,5,8.11
1218,1295,51,1,62.65
1219,780,146,4,78.6
1220,2964,127,2,98.15
1221,832,392,2,5.62
1222,1975,363,3,71.49
1223,793,239,1,5.28
1224,2213,461,3,16.35
1225,1080,120,4,93.26
1226,136,328,2,14.11
1227,1895,6,3,46.88
1228,456,420,2,37.4
1229,2868,448,5,21.11
1230,2786,428,2,86.95
1231,2571,420,5,75.76
1232,380,230,5,40.54
1233,2168,56,4,40.97
1234,1821,192,1,38.69
1235,387,253,2,96.95
1236,2306,123,1,77.53
1237,284,30,3,73.51
1238,2416,43,4,62.62
1239,2246,97,2,73.16
1240,302,250,5,25.13
1241,1540,148,4,7.65
1242,2467,366,3,73.65
1243,177,198,3,71.9
1244,2579,152,3,83.66
1245,1369,293,2,93.48
1246,1510,240,1,68.07
1247,1566,443,3,5.64
1248,1069,201,2,87.59
1249,1921,276,3,45.41
1250,2673,483,2,47.77
1251,2380,339,2,44.01
1252,528,478,4,79.83
1253,266,63,5,46.43
1254,82,379,1,7.51
1255,2484,454,2,46.42
1256,14,301,1,61.01
1257,2342,2,5,11.39
1258,1915,26,1,87.87
1259,557,256,4,68.34
1260,2161,13,3,93.26
1261,2738,342,5,48.87
1262,2011,436,4,79.57
1263,347,143,5,49.09
1264,2858,198,5,17.3
1265,412,54,5,36.91
1266,2653,336,5,91.33
1267,1254,223,1,96.59
1268,1842,104,3,96.37
1269,1483,200,5,70.16
1270,2429,419,2,19.18
1271,1451,444,1,97.24
1272,1509,206,2,86.27
1273,2988,427,5,93.71
1274,2716,236,3,74.41
1275,2746,313,2,38.41
1276,200,254,3,15.05
1277,1913,383,3,88.53
1278,2960,269,4,65.7
1279,775,186,5,16.46
1280,536,375,1,51.56
1281,2035,135,5,47.68
1282,1156,256,4,62.69
1283,1532,443,5,93.21
1284,2731,348,3,67.19
1285,1258,111,5,27.34
1286,1584,310,5,61.07
1287,509,91,3,18.74
1288,148,432,1,63.11
1289,253,357,4,89.75
1290,1745,328,5,16.69
1291,1563,415,4,15.63
1292,365,292,4,96.41
1293,2357,97,2,40.11
1294,2779,20,2,64.58
1295,1005,392,5,50.45
1296,888,21,3,65.93
1297,2173,68,5,80.8
1298,2965,401,4,40.52
1299,965,169,3,21.9
1300,2825,88,1,17.9
1301,2767,142,5,95.83
1302,1039,246,5,16.77
1303,764,286,2,43.31
1304,2722,302,2,32.59
1305,1509,63,4,26.92
1306,677,410,2,18.06
1307,906,43,4,66.25
1308,2092,221,3,91.04
1309,34,407,2,58.93
1310,1135,352,4,40.48
1311,2639,332,1,35.05
1312,1976,355,4,73.85
1313,2305,41,4,33.56
1314,304,469,2,68.59
1315,868,155,3,24.61
1316,1015,258,1,11.53
1317,1354,254,3,8.01
1318,2407,73,4,20.0
1319,2536,140,5,8.29
1320,771,195,5,71.67
1321,1529,231,3,99.22
1322,764,452,5,29.38
1323,818,296,1,43.66
1324,1547,456,4,97.77
1325,2134,275,3,35.83
1326,1638,294,3,26.64
1327,2373,330,3,30.27
1328,435,31,1,6.49
1329,598,440,4,79.05
1330,2429,243,3,64.11
1331,1429,143,5,19.27
1332,6,55,5,80.97
1333,2069,280,5,44.49
1334,2550,329,1,25.34
1335,638,391,5,28.31
1336,1837,498,3,24.96
1337,1257,408,5,89.34
1338,318,52,1,35.87
1339,2046,20,2,33.46
1340,1514,203,1,66.09
1341,1688,147,2,41.51
1342,1237,427,3,91.32
1343,1163,214,2,5.31
1344,729,493,1,83.9
1345,1400,364,3,80.34
1346,2552,364,2,18.69
1347,1024,292,3,5.38
1348,342,385,4,28.38
1349,1209,118,3,41.57
1350,255,471,5,92.96
1351,1062,242,1,73.47
1352,208,214,1,80.63
1353,1024,475,5,54.92
1354,316,27,4,59.92
1355,1465,56,4,23.04
1356,547,39,3,65.08
1357,350,379,2,5.04
1358,699,85,3,65.15
1359,1998,174,4,11.4
1360,2108,22,5,37.06
1361,1037,341,1,55.23
1362,1376,139,1,23.22
1363,2762,101,4,42.25
1364,2994,412,1,18.35
1365,1395,482,5,81.01
1366,276,169,4,71.18
1367,1309,283,1,46.73
1368,2510,51,3,74.07
1369,2248,88,5,10.66
1370,1349,91,3,61.3
1371,698,44,5,86.96
1372,2635,352,1,66.79
1373,656,293,5,91.5
1374,1108,258,1,32.57
1375,1165,4,1,25.56
1376,2103,493,3,70.87
1377,1626,462,5,60.2
1378,2378,62,3,86.2
1379,1689,165,2,5.54
1380,495,425,2,82.98
1381,126,56,4,33.69
1382,176,78,1,63.83
1383,2073,332,3,71.67
1384,1786,317,5,53.78
1385,2133,201,4,39.58
1386,1218,279,1,70.65
1387,602,238,2,94.25
1388,2458,64,2,67.9
1389,1873,455,3,95.2
1390,417,468,4,34.66
1391,1119,356,5,16.76
1392,1284,98,2,73.34
1393,2293,336,1,89.78
1394,403,98,1,54.15
1395,563,112,1,39.13
1396,2186,393,2,89.29
1397,966,149,2,56.6
1398,2930,499,1,74.09
1399,605,452,3,42.48
1400,1610,245,1,64.82
1401,648,6,2,34.75
1402,1037,82,2,56.01
1403,1807,410,1,82.29
1404,1942,198,1,34.54
1405,552,317,2,66.92
1406,2599,479,5,76.37
1407,2022,328,4,72.29
1408,1925,155,1,97.28
1409,2871,449,4,51.25
1410,550,39,1,47.64
1411,1385,92,3,85.07
1412,213,11,2,84.09
1413,2863,19,3,86.17
1414,77,353,5,72.9
1415,2020,495,2,31.95
1416,1893,412,2,37.74
1417,749,222,3,32.49
1418,266,224,5,61.3
1419,850,304,2,51.11
1420,1780,386,2,60.19
1421,1307,359,2,25.86
1422,2694,53,5,21.08
1423,2095,296,2,91.24
1424,2655,99,2,78.82
1425,1882,282,4,54.02
1426,1959,453,1,31.05
1427,2666,449,2,38.47
1428,1871,396,2,12.51
1429,2516,309,3,59.99
1430,290,421,1,73.92
1431,2793,297,5,22.77
1432,332,334,2,35.28
1433,1280,363,4,73.39
1434,1418,4,4,98.42
1435,2685,2,4,50.55
1436,26,371,5,57.4
1437,1219,290,3,67.57
1438,2497,314,4,23.79
1439,1420,234,4,52.93
1440,2886,491,4,16.9
1441,290,122,5,93.76
1442,1333,467,5,39.05
1443,2503,400,3,57.48
1444,1471,143,2,20.47
1445,1519,299,3,36.98
1446,804,419,2,72.26
1447,1342,314,1,38.35
1448,395,298,4,24.78
1449,2822,182,1,92.47
1450,2884,474,1,7.46
1451,1683,255,3,37.55
1452,2755,118,4,26.79
1453,1457,376,5,5.93
1454,1373,376,1,28.92
1455,2013,122,4,88.88
1456,584,73,2,29.78
1457,1720,444,4,85.11
1458,1910,445,1,99.34
1459,814,453,2,25.57
1460,2233,58,2,54.02
1461,1808,33,5,82.52
1462,2679,372,5,76.26
1463,1448,484,3,69.1
1464,2794,437,3,88.35
1465,492,37,2,46.92
1466,1300,486,5,45.2
1467,2040,457,2,11.68
1468,1253,311,2,27.67
1469,431,460,1,99.65
1470,2064,207,2,97.53
1471,221,419,4,74.54
1472,1370,401,5,89.42
1473,2758,426,1,7.54
1474,2182,49,5,81.11
1475,998,361,4,33.29
1476,1525,367,1,69.36
1477,183,67,1,52.58
1478,1248,39,3,7.25
1479,358,230,1,17.8
1480,1073,498,4,10.95
1481,2599,282,4,55.63
1482,2628,406,2,22.45
1483,264,145,5,62.63
1484,1959,442,1,24.91
1485,526,493,1,31.61
1486,2639,160,4,29.3
1487,2967,105,3,34.02
1488,428,23,4,39.32
1489,185,413,1,32.95
1490,1619,1,1,6.14
1491,1198,57,2,16.59
1492,1378,188,3,96.2
1493,1865,293,3,17.65
1494,2953,242,2,70.04
1495,524,348,2,61.7
1496,1464,217,4,17.4
1497,349,251,4,80.52
1498,315,364,5,81.07
1499,2458,457,5,94.39
1500,2271,255,5,91.09
1501,1860,252,4,50.23
1502,1794,470,3,87.15
1503,892,257,4,49.15
1504,314,66,2,62.61
1505,345,273,5,26.2
1506,1870,330,2,8.96
1507,2076,244,2,8.69
1508,1480,60,5,29.03
1509,1400,379,5,43.94
1510,2089,414,1,66.29
1511,1869,425,2,31.65
1512,2206,285,1,52.37
1513,2371,337,4,78.99
1514,2982,347,1,28.56
1515,2596,408,1,38.04
1516,1985,413,3,53.45
1517,2539,99,5,15.07
1518,2210,327,3,27.65
1519,1603,369,2,8.13
1520,1143,424,3,62.09
1521,965,299,2,47.57
1522,2762,289,3,28.91
1523,1682,117,5,34.83
1524,1723,459,4,5.8
1525,224,379,4,96.54
1526,306,394,3,23.74
1527,2290,337,3,22.66
1528,2814,459,3,39.11
1529,2658,179,3,76.8
1530,2760,164,3,31.83
1531,148,231,5,72.28
1532,2776,212,4,49.46
1533,2062,448,5,56.11
1534,2408,475,2,66.21
1535,2990,70,1,77.42
1536,129,380,1,48.28
1537,573,348,1,92.93
1538,89,394,5,34.48
1539,279,64,2,33.03
1540,433,353,4,39.87
1541,2015,276,1,89.79
1542,1145,49,1,95.49
1543,1273,283,4,43.84
1544,336,268,4,29.43
1545,1120,77,4,16.98
1546,1198,154,4,10.63
1547,1060,289,5,44.37
1548,337,59,1,98.07
1549,2057,238,4,78.97
1550,946,125,2,36.0
1551,193,355,3,67.66
1552,919,403,1,49.04
1553,552,158,4,67.64
1554,2172,290,5,88.11
1555,2693,457,3,62.07
1556,2783,31,2,65.71
1557,234,134,2,53.78
1558,415,412,4,47.02
1559,2437,450,5,93.68
1560,2349,74,3,43.37
1561,2350,83,3,49.38
1562,1158,438,5,16.52
1563,2786,99,1,13.86
1564,1745,394,3,28.28
1565,1014,43,3,92.62
1566,2824,195,3,14.21
1567,511,86,4,39.88
1568,331,460,4,10.4
1569,1007,139,2,90.84
1570,1886,139,2,74.24
1571,634,182,4,81.58
1572,1922,152,1,97.39
1573,2822,170,2,41.09
1574,1292,47,2,24.52
1575,300,421,3,29.49
1576,2610,35,1,61.23
1577,111,328,2,7.64
1578,48,251,1,28.55
1579,1647,333,5,24.37
1580,136,185,2,21.77
1581,2765,159,3,20.58
1582,1737,402,4,67.13
1583,1001,384,3,82.55
1584,2296,136,2,35.02
1585,1739,62,1,84.09
1586,446,494,3,68.47
1587,2545,293,5,34.55
1588,581,212,1,55.72
1589,1350,162,2,46.67
1590,1298,275,2,43.14
1591,522,369,5,40.03
1592,2187,55,3,85.89
1593,2378,419,3,96.91
1594,750,410,2,17.69
1595,1423,285,3,61.35
1596,1425,262,1,70.9
1597,2743,378,3,88.21
1598,703,261,5,7.87
1599,115,475,4,35.03
1600,2037,367,5,13.36
1601,2811,452,4,81.79
1602,1478,133,3,91.65
1603,1467,93,3,71.86
1604,1939,253,4,50.83
1605,1169,399,3,58.72
1606,1084,407,5,28.3
1607,1254,219,3,81.64
1608,200,223,1,41.72
1609,2180,448,5,92.77
1610,1599,153,5,46.27
1611,2751,235,3,81.59
1612,852,255,4,61.4
1613,2304,181,3,67.06
1614,1556,11,5,14.56
1615,497,12,3,7.31
1616,644,441,3,29.06
1617,1451,375,2,62.29
1618,179,48,4,10.74
1619,2517,438,2,18.43
1620,2590,381,3,49.53
1621,1804,289,2,42.73
1622,558,185,1,72.13
1623,1216,104,1,70.14
1624,233,112,2,40.31
1625,2659,423,2,76.2
1626,2837,398,5,33.23
1627,2761,325,5,53.31
1628,2176,133,3,94.09
1629,1884,286,5,38.96
1630,2809,474,2,45.6
1631,2046,303,3,59.14
1632,2974,135,3,93.01
1633,1255,310,3,72.57
1634,1451,432,4,74.64
1635,476,89,4,73.89
1636,2973,56,4,72.41
1637,1180,349,2,46.75
1638,437,271,2,17.61
1639,595,478,3,90.71
1640,662,110,5,96.67
1641,1615,442,2,50.2
1642,420,237,4,92.22
1643,1109,364,1,77.81
1644,1134,21,3,74.2
1645,1596,173,3,14.43
1646,670,283,4,26.98
1647,326,490,1,96.66
1648,1435,4,2,72.2
1649,538,273,5,20.38
1650,1954,397,3,69.52
1651,1387,301,3,21.12
1652,2155,368,2,47.02
1653,1721,252,4,80.49
1654,748,106,5,24.97
1655,2864,136,2,91.51
1656,939,420,4,23.39
1657,546,367,4,54.4
1658,885,312,4,78.12
1659,2370,96,1,83.36
1660,1412,62,1,6.13
1661,1554,1,4,46.9
1662,677,35,3,23.4
1663,2573,321,3,95.61
1664,2855,268,4,95.86
1665,2332,342,4,97.27
1666,1407,111,4,11.49
1667,1461,244,2,15.58
1668,108,183,2,5.41
1669,2326,287,2,11.22
1670,1857,114,1,68.2
1671,2328,186,1,50.25
1672,859,431,2,49.37
1673,933,54,2,63.17
1674,790,456,3,94.43
1675,1276,265,3,9.91
1676,655,351,4,68.63
1677,1529,311,1,54.92
1678,1688,279,1,5.02
1679,241,242,2,21.42
1680,2297,336,4,13.11
1681,642,484,1,54.63
1682,1144,178,2,28.3
1683,2635,359,3,59.17
1684,155,68,2,24.92
1685,1343,416,5,91.16
1686,2556,265,4,94.88
1687,471,236,3,47.32
1688,2544,16,2,20.9
1689,57,420,5,54.95
1690,233,407,4,87.05
1691,2479,145,1,49.16
1692,49,87,3,16.57
1693,906,478,1,9.47
1694,2103,321,5,45.2
1695,2661,179,5,71.56
1696,1985,167,3,69.86
1697,1385,487,1,60.83
1698,2356,386,1,33.85
1699,177,152,5,83.74
1700,1793,91,2,42.13
1701,2548,150,4,17.15
1702,730,257,4,95.77
1703,428,277,1,32.36
1704,2826,69,1,34.3
1705,926,334,5,30.69
1706,2713,166,1,69.79
1707,2822,133,4,18.89
1708,1995,449,4,29.78
1709,793,476,3,62.45
1710,825,440,5,90.9
1711,437,218,4,47.67
1712,138,227,5,89.97
1713,2293,345,4,58.55
1714,2853,460,3,55.63
1715,1829,139,5,12.16
1716,353,28,4,66.33
1717,1789,235,2,97.94
1718,1187,487,1,52.88
1719,2560,121,5,47.75
1720,2504,458,3,25.58
1721,1937,27,1,96.87
1722,1142,295,2,88.49
1723,449,221,3,38.86
1724,2745,306,5,99.84
1725,1060,127,4,56.93
1726,1108,226,1,32.81
1727,1977,322,5,24.09
1728,1412,35,5,84.61
1729,1529,202,5,21.95
1730,1770,461,5,18.26
1731,206,427,2,68.48
1732,2971,82,4,95.52
1733,1403,398,4,16.19
1734,1492,200,4,99.07
1735,297,80,2,5.46
1736,2264,400,3,48.49
1737,2073,442,5,38.15
1738,2405,59,3,27.24
1739,2891,157,2,37.34
1740,1591,195,1,5.66
1741,2211,402,1,88.17
1742,1367,470,4,82.06
1743,872,209,5,9.39
1744,842,16,2,90.68
1745,1101,38,2,83.07
1746,1662,174,2,16.88
1747,2112,166,4,74.57
1748,2196,137,5,89.55
1749,2467,440,4,87.25
1750,1808,418,1,74.95
1751,179,219,1,7.36
1752,1116,481,4,14.43
1753,1139,404,2,28.51
1754,1824,17,1,79.47
1755,2422,41,4,99.22
1756,1163,101,4,58.18
1757,338,339,4,27.64
1758,2878,235,4,22.71
1759,325,465,3,89.74
1760,2900,251,3,84.08
1761,1332,131,3,84.17
1762,1791,220,1,54.73
1763,1190,390,5,73.82
1764,1260,35,3,21.18
1765,2073,186,2,64.64
1766,1027,56,5,52.8
1767,1926,89,4,24.69
1768,1058,352,5,21.34
1769,2593,83,2,24.47
1770,897,296,5,84.28
1771,2147,460,2,16.65
1772,2307,403,1,6.36
1773,2862,421,1,25.1
1774,568,339,1,32.5
1775,1119,486,5,29.56
1776,1439,215,4,92.75
1777,1979,37,3,83.85
1778,2732,137,1,74.74
1779,1904,333,4,42.11
1780,1216,162,4,57.07
1781,945,296,1,89.73
1782,1647,352,3,40.21
1783,2675,206,4,92.46
1784,2734,485,4,76.42
1785,1637,478,3,82.56
1786,2948,222,4,43.08
1787,1031,247,4,9.45
1788,1446,65,1,52.51
1789,1401,436,2,60.68
1790,1274,169,3,93.02
1791,290,252,3,10.89
1792,2348,320,5,54.34
1793,2168,69,5,58.04
1794,1998,74,4,39.26
1795,1130,73,2,5.47
1796,316,352,5,39.37
1797,167,213,5,21.17
1798,2197,240,2,66.31
1799,1769,402,3,8.3
1800,1557,410,4,18.27
1801,1700,441,4,24.21
1802,154,126,2,81.01
1803,360,132,2,10.28
1804,365,279,2,99.98
1805,980,124,1,90.2
1806,445,472,1,81.09
1807,2083,135,1,43.05
1808,1031,257,5,35.72
1809,2143,256,3,40.3
1810,2853,149,3,19.58
1811,1609,54,3,12.11
1812,790,211,5,48.46
1813,1037,178,4,72.21
1814,2144,109,3,11.92
1815,1856,491,5,88.57
1816,819,333,5,48.35
1817,365,337,2,36.18
1818,1628,490,4,91.82
1819,1770,499,2,67.42
1820,833,414,5,72.64
1821,2356,182,5,46.55
1822,1026,35,4,67.07
1823,577,168,4,90.88
1824,2837,63,5,63.4
1825,2389,57,4,17.25
1826,1740,479,5,34.12
1827,1928,216,2,61.23
1828,1612,411,5,31.98
1829,1768,269,3,84.47
1830,1988,495,5,48.47
1831,1779,247,5,74.05
1832,2484,454,1,13.59
1833,17,68,4,82.25
1834,2486,389,1,69.57
1835,2541,161,2,84.49
1836,770,277,4,20.09
1837,527,64,3,65.51
1838,2344,22,3,90.41
1839,2995,408,4,21.29
1840,1249,418,3,44.62
1841,750,78,1,13.92
1842,1379,218,4,25.62
1843,966,309,2,98.61
1844,1446,19,5,19.79
1845,773,375,2,41.41
1846,1324,124,5,13.68
1847,1133,8,2,10.1
1848,2026,161,3,94.72
1849,2439,388,5,84.63
1850,269,345,3,89.93
1851,252,73,3,55.28
1852,777,386,3,9.68
1853,1147,189,1,77.2
1854,2459,109,2,94.46
1855,2112,28,5,65.77
1856,2315,312,4,7.32
1857,1086,139,1,33.72
1858,829,45,1,91.19
1859,50,240,4,14.14
1860,2283,90,2,69.38
1861,2878,354,2,94.18
1862,530,388,4,50.1
1863,2635,113,4,46.44
1864,1406,132,4,42.79
1865,1793,66,4,38.91
1866,923,173,3,34.45
1867,438,148,4,94.07
1868,737,466,4,43.6
1869,434,174,2,60.11
1870,2364,382,2,62.69
1871,735,237,1,84.07
1872,283,178,1,93.71
1873,403,107,3,83.9
1874,912,326,2,59.09
1875,1789,81,4,63.78
1876,2211,498,5,66.18
1877,1354,259,2,89.71
1878,1829,243,2,25.45
1879,2315,36,2,62.29
1880,2473,443,1,26.0
1881,459,353,5,15.42
1882,1809,178,5,28.03
1883,2855,404,3,34.93
1884,2736,472,1,95.15
1885,741,44,1,45.04
1886,2759,96,2,8.19
1887,2893,201,3,61.81
1888,188,2,3,84.25
1889,777,202,3,88.27
1890,1607,137,3,28.84
1891,657,384,5,81.79
1892,1714,302,1,29.02
1893,641,354,1,65.0
1894,1899,323,2,20.69
1895,1809,204,5,27.7
1896,644,237,5,9.46
1897,2570,260,4,92.57
1898,1310,343,4,15.11
1899,2465,469,2,22.89
1900,1525,112,1,6.36
1901,2409,23,1,68.23
1902,868,325,2,37.5
1903,2994,441,4,66.31
1904,1950,478,4,89.05
1905,1162,207,3,57.4
1906,494,246,2,57.51
1907,1266,494,4,67.15
1908,989,149,3,81.33
1909,2613,111,2,22.46
1910,1176,420,4,38.6
1911,2745,212,5,32.08
1912,267,172,3,76.11
1913,823,171,1,49.23
1914,2028,105,3,97.42
1915,279,419,5,39.81
1916,2987,432,4,42.61
1917,2764,198,3,71.85
1918,2320,185,5,43.8
1919,1687,7,1,79.64
1920,2624,472,2,72.01
1921,1834,381,3,19.58
1922,2333,432,4,74.99
1923,2113,132,2,13.39
1924,2310,82,2,97.22
1925,524,167,1,74.57
1926,1387,181,4,92.19
1927,2597,189,2,48.05
1928,535,118,4,42.67
1929,185,140,1,32.05
1930,1760,158,2,10.45
1931,2535,434,4,9.39
1932,318,113,4,19.75
1933,2419,287,2,16.58
1934,2540,399,2,39.36
1935,609,160,2,62.58
1936,681,311,3,8.13
1937,2934,345,3,58.94
1938,546,286,3,7.43
1939,1772,347,5,81.95
1940,812,309,1,92.51
1941,1917,276,2,67.63
1942,2689,151,4,43.27
1943,2815,320,1,9.78
1944,1796,259,2,34.52
1945,1636,221,4,40.84
1946,1265,353,5,26.09
1947,2803,420,1,69.6
1948,2315,325,3,24.98
1949,1674,259,2,88.49
1950,1459,464,1,55.29
1951,1374,297,2,36.75
1952,2594,219,2,59.23
1953,756,194,4,58.73
1954,600,108,2,36.1
1955,651,250,2,65.04
1956,1246,368,4,92.57
1957,2940,311,2,49.99
1958,225,373,3,49.41
1959,789,400,2,29.06
1960,1030,449,4,44.54
1961,432,24,3,14.51
1962,1222,307,4,13.26
1963,198,194,5,42.61
1964,2057,417,5,41.68
1965,2130,357,5,95.79
1966,2524,496,2,30.82
1967,1027,310,3,89.5
1968,1007,349,5,39.22
1969,2131,491,4,64.05
1970,1328,214,1,26.81
1971,1228,140,1,85.76
1972,2213,117,2,87.54
1973,2231,127,5,7.63
1974,1619,297,2,30.45
1975,1724,300,1,81.43
1976,2644,427,2,51.93
1977,2023,309,2,65.01
1978,2499,283,1,13.65
1979,2759,449,2,20.19
1980,114,40,4,25.43
1981,2053,392,3,22.14
1982,25,322,2,27.84
1983,408,187,2,25.54
1984,799,125,4,65.53
1985,2809,112,1,32.65
1986,20,304,5,21.86
1987,688,249,1,22.44
1988,501,282,5,91.94
1989,1983,96,1,84.21
1990,750,319,3,62.42
1991,1004,51,4,51.17
1992,1312,205,5,71.26
1993,57,4,1,70.57
1994,2688,298,1,95.37
1995,1541,445,3,85.08
1996,871,421,2,94.21
1997,1266,272,2,29.43
1998,896,402,5,91.42
1999,1971,59,3,91.75
2000,1281,146,4,33.92
2001,2535,60,1,49.19
2002,2566,30,5,47.96
2003,547,248,2,55.64
2004,764,464,1,85.16
2005,219,24,5,27.55
2006,2945,267,1,86.8
2007,2234,478,2,31.89
2008,2923,291,1,21.98
2009,840,86,1,41.14
2010,2791,7,1,40.59
2011,2459,446,2,21.91
2012,2859,39,5,27.18
2013,2799,377,3,22.76
2014,1847,197,2,39.29
2015,2686,445,1,88.99
2016,362,113,1,14.38
2017,1915,289,3,73.93
2018,679,271,2,20.91
2019,1583,253,1,14.64
2020,342,206,4,53.03
2021,463,412,4,98.79
2022,1919,407,5,44.09
2023,556,488,5,5.67
2024,1311,50,3,22.94
2025,1627,448,3,76.63
2026,1771,227,2,79.07
2027,699,88,1,63.41
2028,1225,43,4,70.15
2029,1385,107,1,31.88
2030,2760,7,3,80.23
2031,318,312,5,31.7
2032,305,32,3,7.61
2033,1321,408,3,5.25
2034,1063,257,3,20.56
2035,1193,212,4,47.43
2036,954,401,4,52.9
2037,1787,232,5,51.75
2038,29,287,2,99.64
2039,2665,231,4,30.9
2040,1205,426,1,37.28
2041,2089,119,3,36.13
2042,32,44,4,90.76
2043,1810,86,4,65.92
2044,1814,125,2,57.11
2045,2314,14,1,85.44
2046,2242,465,2,17.39
2047,1479,56,1,76.38
2048,259,424,2,29.28
2049,1750,459,2,85.73
2050,2188,16,1,89.15
2051,2444,21,3,7.8
2052,1241,22,4,34.91
2053,271,346,4,65.61
2054,1119,439,4,81.19
2055,2946,46,4,9.66
2056,1610,140,5,38.41
2057,1802,291,4,91.67
2058,2278,208,2,64.92
2059,367,84,3,83.8
2060,1835,378,5,7.4
2061,2600,153,5,70.05
2062,1010,278,5,16.44
2063,256,468,1,14.48
2064,1124,421,3,71.38
2065,2048,408,4,49.15
2066,1705,462,1,60.52
2067,1386,67,3,58.63
2068,119,50,4,8.71
2069,628,405,1,47.74
2070,1256,170,1,93.54
2071,1980,446,4,77.05
2072,165,67,2,68.22
2073,2274,3,3,71.88
2074,1434,491,2,34.01
2075,2068,448,2,46.84
2076,2692,70,3,86.89
2077,2985,77,1,63.64
2078,1448,326,5,66.21
2079,748,273,3,54.79
2080,2276,243,2,39.27
2081,2057,256,2,97.95
2082,703,318,5,88.26
2083,779,111,3,71.56
2084,2804,322,1,20.52
2085,1045,16,5,28.05
2086,2061,206,4,23.57
2087,2484,410,5,34.29
2088,1574,147,5,32.17
2089,555,347,4,28.6
2090,2283,120,3,73.67
2091,1610,408,3,17.43
2092,983,309,1,57.54
2093,2265,214,4,43.5
2094,638,243,2,36.68
2095,925,426,2,86.4
2096,13,481,4,64.92
2097,232,437,1,44.05
2098,797,126,3,79.06
2099,478,135,2,13.73
2100,1632,354,2,29.27
2101,2823,176,2,97.37
2102,1703,109,4,21.28
2103,2164,285,4,22.29
2104,890,100,3,48.64
2105,1161,142,3,39.56
2106,2936,61,3,24.32
2107,1190,479,2,12.99
2108,432,240,3,30.19
2109,2359,136,3,99.2
2110,1362,245,3,20.84
2111,332,324,5,55.49
2112,1226,92,3,40.96
2113,2072,57,3,12.09
