session_id,campaign_id,customer_id,date,landing_page
861,6,17,2023-04-25,Search
862,1,184,2023-01-01,Home
863,19,909,2023-06-21,Category
864,16,709,2023-04-23,Product
865,9,536,2023-02-05,Search
866,6,626,2023-04-08,Home
867,16,627,2023-05-06,Home
868,10,357,2023-06-27,Search
869,8,197,2023-01-18,Home
870,20,371,2023-05-04,Promo
871,15,789,2023-05-08,Product
872,7,116,2023-03-02,Product
873,16,510,2023-06-28,Product
874,2,56,2023-02-22,Category
875,14,258,2023-03-07,Category
876,15,45,2023-05-26,Home
877,18,181,2023-06-02,Product
878,17,119,2023-01-16,Home
879,15,607,2023-02-24,Promo
880,7,766,2023-03-14,Category
881,4,334,2023-02-25,Product
882,14,891,2023-01-08,Product
883,3,483,2023-04-08,Promo
884,14,149,2023-04-02,Product
885,6,397,2023-05-15,Category
886,7,648,2023-02-15,Category
887,11,131,2023-03-07,Home
888,2,288,2023-06-19,Product
889,15,470,2023-01-28,Search
890,11,226,2023-02-25,Category
891,20,928,2023-05-06,Product
892,8,89,2023-05-18,Search
893,7,606,2023-05-16,Search
894,1,748,2023-04-09,Search
895,8,254,2023-06-28,Category
896,8,914,2023-04-19,Promo
897,1,428,2023-02-19,Home
898,17,35,2023-01-16,Search
899,16,830,2023-05-13,Home
900,8,86,2023-04-16,Promo
901,14,973,2023-01-23,Product
902,10,245,2023-02-12,Home
903,10,166,2023-01-16,Search
904,19,25,2023-05-24,Search
905,5,896,2023-04-25,Search
906,12,642,2023-02-26,Search
907,1,882,2023-06-21,Home
908,11,544,2023-04-23,Home
909,9,715,2023-03-14,Promo
910,7,807,2023-05-19,Home
911,2,528,2023-05-11,Category
912,13,375,2023-01-04,Search
913,12,376,2023-05-02,Product
914,3,575,2023-06-18,Product
915,8,553,2023-02-11,Home
916,19,893,2023-06-16,Product
917,8,329,2023-06-25,Category
918,14,284,2023-03-17,Home
919,12,464,2023-01-12,Search
920,4,482,2023-05-17,Promo
921,18,922,2023-06-27,Category
922,12,820,2023-04-20,Home
923,3,83,2023-02-15,Search
924,3,112,2023-02-10,Product
925,5,509,2023-03-04,Product
926,1,301,2023-02-17,Search
927,5,486,2023-06-18,Category
928,1,299,2023-04-15,Product
929,8,855,2023-01-01,Promo
930,14,593,2023-06-11,Category
931,11,498,2023-06-21,Promo
932,17,863,2023-06-23,Promo
933,10,581,2023-04-15,Product
934,9,233,2023-03-06,Search
935,2,152,2023-03-10,Category
936,6,634,2023-03-15,Product
937,10,187,2023-06-18,Product
938,5,166,2023-06-23,Product
939,11,589,2023-01-02,Product
940,12,189,2023-04-09,Product
941,2,682,2023-05-23,Category
942,12,460,2023-03-05,Promo
943,10,125,2023-02-18,Home
944,5,971,2023-04-16,Search
945,1,994,2023-03-05,Promo
946,10,486,2023-05-11,Category
947,5,819,2023-05-22,Promo
948,11,706,2023-06-15,Home
949,2,143,2023-06-16,Promo
950,1,412,2023-01-10,Promo
951,12,95,2023-02-15,Category
952,7,598,2023-01-20,Promo
953,9,201,2023-02-26,Home
954,15,694,2023-01-18,Home
955,7,503,2023-05-13,Category
956,17,967,2023-05-20,Home
957,13,152,2023-06-12,Search
958,12,13,2023-03-13,Category
959,10,457,2023-03-12,Promo
960,15,760,2023-01-07,Search
961,6,826,2023-04-10,Search
962,5,856,2023-06-14,Promo
963,5,213,2023-05-03,Category
964,17,344,2023-04-28,Home
965,13,91,2023-05-25,Home
966,9,425,2023-04-21,Product
967,19,774,2023-05-15,Product
968,13,297,2023-02-06,Promo
969,10,855,2023-04-02,Promo
970,18,758,2023-03-16,Search
971,1,158,2023-02-01,Category
972,16,128,2023-03-21,Category
973,16,929,2023-04-06,Product
974,9,505,2023-01-04,Home
975,12,596,2023-05-24,Search
976,9,644,2023-05-14,Search
977,4,383,2023-06-27,Promo
978,1,866,2023-06-19,Category
979,2,150,2023-02-19,Category
980,5,366,2023-04-23,Product
981,12,430,2023-01-09,Category
982,10,543,2023-01-10,Home
983,6,784,2023-05-07,Home
984,6,557,2023-05-25,Category
985,10,278,2023-03-27,Category
986,19,361,2023-01-18,Product
987,17,289,2023-01-05,Category
988,11,944,2023-04-14,Product
989,5,516,2023-01-07,Product
990,18,629,2023-02-26,Promo
991,18,720,2023-05-23,Home
992,3,120,2023-04-15,Product
993,12,320,2023-01-16,Category
994,15,912,2023-02-27,Promo
995,11,177,2023-05-25,Category
996,4,228,2023-01-24,Product
997,8,315,2023-06-05,Product
998,3,436,2023-02-05,Home
999,16,776,2023-01-01,Search
1000,4,34,2023-01-07,Promo
1001,16,122,2023-05-02,Category
1002,10,684,2023-01-03,Home
1003,4,943,2023-01-26,Promo
1004,7,190,2023-02-19,Category
1005,5,867,2023-01-03,Category
1006,12,165,2023-05-12,Promo
1007,8,518,2023-06-20,Promo
1008,19,782,2023-01-04,Home
1009,7,988,2023-05-07,Category
1010,18,5,2023-02-25,Home
1011,16,376,2023-02-17,Promo
1012,4,186,2023-02-15,Category
1013,7,527,2023-04-14,Product
1014,11,127,2023-04-04,Search
1015,5,508,2023-01-17,Category
1016,18,740,2023-06-10,Home
1017,16,119,2023-01-11,Search
1018,20,754,2023-03-15,Category
1019,15,232,2023-06-27,Promo
1020,14,194,2023-04-10,Home
1021,12,184,2023-04-22,Home
1022,4,406,2023-06-16,Search
1023,3,123,2023-05-22,Product
1024,19,105,2023-04-13,Product
1025,7,347,2023-01-12,Product
1026,13,126,2023-05-28,Product
1027,16,286,2023-04-24,Promo
1028,13,365,2023-05-09,Search
1029,13,497,2023-06-20,Promo
1030,15,111,2023-03-05,Home
1031,16,237,2023-03-16,Product
1032,2,851,2023-01-04,Home
1033,1,996,2023-04-22,Product
1034,11,157,2023-04-20,Category
1035,4,779,2023-05-20,Home
1036,17,786,2023-06-25,Search
1037,10,678,2023-04-07,Search
1038,9,556,2023-04-17,Category
1039,1,976,2023-05-18,Home
1040,13,461,2023-04-04,Category
1041,15,37,2023-04-15,Home
1042,10,906,2023-02-18,Product
1043,5,320,2023-04-14,Search
1044,4,583,2023-04-25,Search
1045,18,586,2023-06-18,Search
1046,6,519,2023-04-18,Home
1047,16,606,2023-04-09,Search
1048,12,785,2023-05-22,Category
1049,1,605,2023-03-02,Home
1050,12,358,2023-02-27,Promo
1051,11,390,2023-01-25,Home
1052,12,422,2023-04-12,Category
1053,8,254,2023-01-22,Product
1054,19,87,2023-06-10,Home
1055,11,174,2023-03-04,Home
1056,2,472,2023-05-11,Search
1057,14,274,2023-05-17,Home
1058,19,23,2023-06-16,Category
1059,13,331,2023-04-19,Promo
1060,16,103,2023-01-26,Product
1061,17,831,2023-03-16,Category
1062,10,373,2023-02-20,Search
1063,3,861,2023-02-16,Promo
1064,9,49,2023-02-10,Category
1065,8,640,2023-05-13,Home
1066,19,98,2023-06-28,Promo
1067,3,581,2023-03-09,Promo
1068,7,356,2023-04-14,Home
1069,10,517,2023-06-27,Category
1070,18,321,2023-04-22,Product
1071,9,640,2023-04-13,Promo
1072,18,185,2023-04-22,Home
1073,17,884,2023-06-23,Product
1074,7,677,2023-05-16,Search
1075,18,829,2023-03-21,Promo
1076,2,535,2023-04-19,Product
1077,5,247,2023-03-15,Product
1078,10,865,2023-06-22,Search
1079,3,650,2023-04-11,Product
1080,10,662,2023-04-09,Product
1081,20,242,2023-03-22,Search
1082,5,197,2023-02-04,Home
1083,10,476,2023-02-26,Search
1084,14,663,2023-05-14,Home
1085,9,140,2023-02-06,Home
1086,9,675,2023-03-26,Promo
1087,2,987,2023-02-21,Search
1088,3,322,2023-01-02,Promo
1089,3,923,2023-03-28,Search
1090,3,407,2023-03-22,Product
1091,19,753,2023-02-04,Promo
1092,19,973,2023-01-17,Promo
1093,3,244,2023-03-16,Promo
1094,11,338,2023-01-25,Promo
1095,8,958,2023-06-13,Search
1096,4,180,2023-02-05,Product
1097,14,261,2023-03-15,Promo
1098,18,384,2023-01-16,Home
1099,14,487,2023-03-18,Product
1100,5,372,2023-03-26,Search
1101,10,22,2023-06-12,Promo
1102,2,708,2023-01-27,Product
1103,13,317,2023-03-18,Category
1104,18,888,2023-06-04,Product
1105,1,932,2023-04-13,Search
1106,3,959,2023-03-10,Product
1107,6,938,2023-03-07,Search
1108,14,809,2023-06-11,Home
1109,3,843,2023-03-28,Search
1110,14,949,2023-04-24,Category
1111,4,845,2023-06-14,Product
1112,17,68,2023-06-09,Category
1113,18,756,2023-04-20,Category
1114,1,781,2023-04-23,Home
1115,6,646,2023-06-21,Search
1116,1,411,2023-06-05,Product
1117,11,590,2023-06-10,Home
1118,8,529,2023-01-06,Product
1119,14,812,2023-05-22,Category
1120,5,267,2023-04-16,Product
1121,11,819,2023-06-19,Category
1122,14,377,2023-02-03,Product
1123,19,230,2023-04-13,Home
1124,20,642,2023-01-18,Product
1125,7,269,2023-01-15,Product
1126,20,440,2023-01-13,Promo
1127,3,982,2023-03-05,Category
1128,4,15,2023-02-19,Promo
1129,15,848,2023-04-25,Search
1130,7,196,2023-01-08,Category
1131,16,392,2023-03-24,Product
1132,7,615,2023-04-28,Product
1133,7,429,2023-03-24,Product
1134,5,30,2023-04-26,Category
1135,20,462,2023-03-08,Product
1136,15,88,2023-03-19,Home
1137,11,998,2023-04-05,Search
1138,13,726,2023-06-07,Search
1139,9,75,2023-06-20,Home
1140,2,341,2023-05-02,Product
1141,20,962,2023-04-12,Promo
1142,2,6,2023-06-24,Category
1143,13,310,2023-05-20,Search
1144,5,992,2023-06-12,Promo
1145,6,267,2023-01-19,Product
1146,11,899,2023-05-16,Search
1147,11,728,2023-02-03,Promo
1148,9,120,2023-04-05,Category
1149,16,893,2023-01-05,Category
1150,14,290,2023-06-12,Category
1151,9,530,2023-05-27,Category
1152,11,755,2023-04-06,Search
1153,15,55,2023-02-18,Product
1154,8,188,2023-02-02,Home
1155,6,723,2023-04-09,Search
1156,16,42,2023-04-04,Search
1157,18,497,2023-03-23,Search
1158,5,127,2023-04-04,Category
1159,10,185,2023-01-07,Product
1160,9,577,2023-06-17,Promo
1161,1,539,2023-02-19,Promo
1162,3,253,2023-02-14,Search
1163,11,27,2023-06-04,Category
1164,4,404,2023-06-22,Category
1165,11,158,2023-05-04,Home
1166,16,465,2023-01-15,Category
1167,1,338,2023-05-22,Home
1168,15,333,2023-06-20,Promo
1169,2,821,2023-02-07,Category
1170,2,762,2023-03-26,Home
1171,13,95,2023-05-20,Search
1172,8,989,2023-03-06,Search
1173,7,167,2023-01-01,Search
1174,5,124,2023-04-10,Category
1175,14,754,2023-04-26,Category
1176,5,368,2023-06-20,Home
1177,7,502,2023-03-17,Search
1178,9,577,2023-04-16,Promo
1179,14,831,2023-04-03,Category
1180,14,646,2023-05-06,Search
1181,17,350,2023-01-02,Search
1182,5,954,2023-06-08,Search
1183,17,86,2023-05-21,Category
1184,3,929,2023-04-14,Search
1185,5,701,2023-03-05,Category
1186,14,303,2023-02-17,Promo
1187,3,940,2023-01-18,Home
1188,17,436,2023-05-04,Search
1189,19,833,2023-01-15,Category
1190,19,84,2023-03-09,Promo
1191,15,184,2023-01-04,Product
1192,3,427,2023-04-02,Category
1193,15,776,2023-03-19,Search
1194,9,350,2023-05-26,Product
1195,3,765,2023-02-06,Promo
1196,4,445,2023-03-28,Promo
1197,13,120,2023-01-01,Home
1198,16,472,2023-02-21,Search
1199,20,744,2023-06-24,Search
1200,20,370,2023-03-20,Search
1201,5,139,2023-03-03,Home
1202,1,713,2023-02-04,Product
1203,16,665,2023-01-07,Product
1204,14,863,2023-06-08,Promo
1205,10,789,2023-02-03,Search
1206,14,23,2023-02-16,Home
1207,15,987,2023-02-05,Search
1208,15,600,2023-04-01,Product
1209,19,850,2023-02-10,Search
1210,1,106,2023-01-11,Search
1211,16,755,2023-04-28,Promo
1212,18,298,2023-05-24,Home
1213,16,526,2023-04-13,Promo
1214,16,238,2023-06-20,Home
1215,14,591,2023-05-01,Category
1216,9,915,2023-05-03,Search
1217,16,638,2023-04-04,Category
1218,14,22,2023-04-23,Product
1219,7,481,2023-03-24,Category
1220,17,225,2023-04-08,Promo
1221,20,874,2023-06-11,Search
1222,13,983,2023-02-10,Search
1223,12,816,2023-06-21,Search
1224,7,290,2023-02-20,Home
1225,5,178,2023-06-16,Product
1226,16,104,2023-02-20,Search
1227,8,215,2023-04-10,Promo
1228,12,903,2023-01-01,Category
1229,6,179,2023-03-22,Promo
1230,3,346,2023-01-26,Search
1231,8,124,2023-01-20,Promo
1232,9,349,2023-02-16,Category
1233,18,274,2023-01-25,Product
1234,17,619,2023-06-28,Home
1235,15,819,2023-06-02,Search
1236,20,625,2023-01-04,Home
1237,17,108,2023-05-02,Product
1238,7,933,2023-06-04,Category
1239,10,726,2023-02-24,Search
1240,4,158,2023-05-16,Category
1241,5,126,2023-03-27,Product
1242,1,252,2023-04-14,Search
1243,17,176,2023-03-10,Home
1244,14,370,2023-03-12,Product
1245,17,432,2023-02-25,Product
1246,14,424,2023-02-26,Search
1247,17,814,2023-04-28,Category
1248,5,789,2023-01-15,Home
1249,17,967,2023-06-26,Home
1250,11,412,2023-01-11,Product
1251,13,778,2023-04-02,Home
1252,5,925,2023-06-21,Promo
1253,17,997,2023-01-21,Category
1254,18,895,2023-04-13,Category
1255,11,932,2023-06-24,Category
1256,9,922,2023-01-27,Promo
1257,13,457,2023-05-05,Product
1258,20,668,2023-05-20,Search
1259,13,795,2023-06-12,Product
1260,2,551,2023-03-03,Category
1261,5,533,2023-04-24,Promo
1262,3,524,2023-03-07,Promo
1263,11,776,2023-03-17,Product
1264,18,607,2023-01-01,Category
1265,10,744,2023-02-27,Search
1266,2,862,2023-05-04,Category
1267,17,363,2023-03-21,Home
1268,4,460,2023-01-25,Category
1269,1,465,2023-05-24,Category
1270,19,580,2023-02-26,Promo
1271,12,307,2023-05-08,Category
1272,19,689,2023-06-26,Product
1273,17,756,2023-06-13,Product
1274,17,597,2023-01-11,Product
1275,4,151,2023-03-15,Search
1276,3,64,2023-04-03,Search
1277,7,457,2023-02-16,Home
1278,17,413,2023-03-22,Promo
1279,13,893,2023-05-17,Category
1280,14,451,2023-05-16,Search
1281,6,148,2023-06-14,Promo
1282,15,133,2023-02-16,Promo
1283,7,467,2023-05-04,Search
1284,6,967,2023-01-24,Promo
1285,20,873,2023-03-04,Search
1286,12,586,2023-01-04,Category
1287,5,121,2023-01-17,Category
1288,10,302,2023-03-12,Search
1289,5,146,2023-01-26,Promo
1290,10,911,2023-04-02,Category
1291,16,3,2023-02-06,Home
1292,3,892,2023-05-12,Home
1293,19,318,2023-04-16,Promo
1294,13,487,2023-04-11,Promo
1295,5,517,2023-02-25,Search
1296,15,153,2023-04-22,Category
1297,20,681,2023-01-26,Promo
1298,8,922,2023-04-13,Search
1299,2,982,2023-03-18,Search
1300,3,887,2023-06-09,Product
1301,19,646,2023-06-01,Category
1302,4,660,2023-05-21,Promo
1303,20,555,2023-01-07,Promo
1304,17,194,2023-01-19,Search
1305,4,675,2023-05-01,Promo
1306,9,806,2023-02-01,Product
1307,19,455,2023-02-27,Home
1308,11,412,2023-05-20,Promo
1309,1,349,2023-01-16,Search
1310,1,881,2023-02-14,Promo
1311,9,94,2023-03-13,Home
1312,6,293,2023-01-18,Product
1313,3,158,2023-02-09,Category
1314,6,61,2023-04-22,Promo
1315,1,731,2023-03-06,Home
1316,4,328,2023-03-13,Product
1317,9,385,2023-04-11,Home
1318,8,771,2023-01-07,Promo
1319,16,521,2023-05-08,Promo
1320,9,63,2023-04-04,Category
1321,14,68,2023-04-18,Search
1322,8,936,2023-01-14,Home
1323,19,692,2023-03-18,Home
1324,18,668,2023-02-25,Product
1325,14,457,2023-03-19,Home
1326,7,802,2023-06-17,Product
1327,6,801,2023-03-18,Product
1328,18,463,2023-05-14,Home
1329,15,985,2023-01-27,Promo
1330,6,1,2023-03-21,Home
1331,20,257,2023-04-09,Search
1332,7,600,2023-03-27,Promo
1333,6,757,2023-03-02,Promo
1334,10,92,2023-05-03,Search
1335,5,743,2023-06-04,Promo
1336,7,626,2023-03-14,Promo
1337,11,651,2023-03-22,Category
1338,9,252,2023-06-15,Category
1339,15,983,2023-03-07,Promo
1340,5,662,2023-03-01,Home
1341,1,924,2023-05-16,Home
1342,14,570,2023-06-06,Search
1343,3,807,2023-04-18,Home
1344,15,689,2023-05-01,Home
1345,13,848,2023-03-27,Promo
1346,6,860,2023-03-13,Home
1347,12,959,2023-01-15,Product
1348,8,761,2023-04-01,Home
1349,12,197,2023-03-22,Home
1350,10,828,2023-05-21,Product
1351,12,38,2023-02-16,Category
1352,20,215,2023-04-23,Home
1353,13,114,2023-02-27,Category
1354,16,175,2023-05-17,Promo
1355,19,689,2023-02-22,Promo
1356,3,603,2023-05-06,Product
1357,5,266,2023-06-03,Promo
1358,9,197,2023-02-17,Home
1359,18,630,2023-06-22,Category
1360,15,3,2023-06-18,Search
1361,2,875,2023-06-22,Category
1362,14,281,2023-04-28,Home
1363,15,508,2023-06-17,Category
1364,2,906,2023-05-25,Product
1365,14,546,2023-01-09,Search
1366,13,200,2023-03-01,Category
1367,1,756,2023-01-19,Product
1368,3,940,2023-06-14,Product
1369,11,319,2023-02-06,Home
1370,4,29,2023-06-21,Search
1371,1,607,2023-04-26,Category
1372,4,485,2023-03-08,Product
1373,2,842,2023-03-27,Category
1374,8,967,2023-05-26,Home
1375,15,783,2023-05-20,Home
1376,19,128,2023-06-15,Home
1377,13,321,2023-01-02,Home
1378,15,57,2023-02-02,Category
1379,14,68,2023-05-21,Home
1380,18,54,2023-06-02,Category
1381,4,633,2023-04-13,Search
1382,20,807,2023-02-28,Promo
1383,13,476,2023-01-15,Search
1384,4,348,2023-05-20,Home
1385,11,602,2023-04-17,Product
1386,1,610,2023-01-04,Home
1387,7,927,2023-05-26,Promo
1388,17,263,2023-02-21,Category
1389,20,456,2023-04-16,Product
1390,2,62,2023-02-05,Product
1391,14,526,2023-03-19,Category
1392,18,795,2023-03-19,Product
1393,10,618,2023-02-16,Category
1394,1,531,2023-03-12,Promo
1395,5,59,2023-06-22,Product
1396,18,880,2023-05-27,Home
1397,7,1000,2023-04-12,Product
1398,3,350,2023-06-07,Product
1399,15,615,2023-06-16,Category
1400,11,631,2023-05-19,Category
1401,6,108,2023-04-11,Search
1402,8,943,2023-01-16,Home
1403,8,478,2023-06-08,Promo
1404,16,753,2023-02-08,Category
1405,7,410,2023-06-13,Product
1406,1,76,2023-01-12,Category
1407,4,146,2023-01-18,Category
1408,19,935,2023-04-07,Category
1409,7,203,2023-01-01,Category
1410,9,737,2023-02-08,Product
1411,18,252,2023-03-28,Product
1412,6,864,2023-02-01,Category
1413,5,389,2023-01-01,Home
1414,10,468,2023-03-07,Product
1415,12,677,2023-03-26,Product
1416,20,903,2023-05-26,Search
1417,4,148,2023-06-03,Product
1418,18,388,2023-02-07,Category
1419,14,652,2023-03-20,Product
1420,20,602,2023-01-25,Product
1421,5,336,2023-05-10,Product
1422,9,894,2023-01-21,Product
1423,16,215,2023-05-19,Home
1424,20,67,2023-04-26,Product
1425,17,384,2023-05-13,Search
1426,6,330,2023-05-15,Category
1427,16,733,2023-05-23,Search
1428,19,411,2023-04-09,Promo
1429,7,225,2023-06-02,Product
1430,8,406,2023-04-28,Product
1431,13,586,2023-03-14,Product
1432,18,87,2023-03-09,Product
1433,15,532,2023-01-10,Category
1434,2,477,2023-02-19,Promo
1435,14,462,2023-05-11,Search
1436,12,824,2023-04-14,Search
1437,13,26,2023-03-09,Product
1438,9,661,2023-04-08,Home
1439,10,863,2023-03-03,Promo
1440,3,805,2023-05-18,Category
1441,4,74,2023-02-04,Category
1442,7,342,2023-01-18,Product
1443,9,310,2023-06-11,Category
1444,20,142,2023-02-23,Promo
1445,10,289,2023-03-01,Category
1446,19,776,2023-04-13,Home
1447,17,780,2023-04-21,Product
1448,8,741,2023-04-08,Product
1449,17,602,2023-04-08,Promo
1450,15,349,2023-04-24,Home
1451,7,440,2023-03-28,Search
1452,15,874,2023-02-15,Promo
1453,5,592,2023-01-12,Product
1454,1,512,2023-03-24,Category
1455,14,436,2023-03-08,Search
1456,10,334,2023-06-18,Promo
1457,2,945,2023-01-19,Product
1458,19,645,2023-02-11,Promo
1459,13,391,2023-05-19,Product
1460,18,396,2023-04-03,Product
1461,11,584,2023-04-04,Search
1462,3,176,2023-06-10,Home
1463,6,33,2023-06-18,Promo
1464,6,204,2023-04-01,Home
1465,7,239,2023-04-10,Category
1466,3,466,2023-06-17,Home
1467,1,176,2023-03-17,Category
1468,6,114,2023-04-13,Product
1469,16,761,2023-05-14,Home
1470,7,134,2023-04-28,Product
1471,16,163,2023-03-14,Promo
1472,19,208,2023-05-10,Promo
1473,15,283,2023-06-22,Product
1474,15,66,2023-01-05,Search
1475,8,539,2023-05-26,Category
1476,15,474,2023-05-16,Promo
1477,3,295,2023-01-24,Search
1478,10,401,2023-03-23,Promo
1479,8,184,2023-02-14,Promo
1480,15,394,2023-06-14,Product
1481,4,403,2023-06-19,Home
1482,6,281,2023-02-28,Promo
1483,3,715,2023-03-22,Product
1484,18,125,2023-04-14,Category
1485,4,517,2023-01-25,Category
1486,6,259,2023-04-15,Product
1487,15,28,2023-05-02,Home
1488,15,391,2023-06-23,Category
1489,7,407,2023-06-13,Home
1490,4,727,2023-01-09,Product
1491,15,497,2023-03-22,Search
1492,18,673,2023-01-03,Product
1493,5,483,2023-06-15,Category
1494,1,622,2023-02-06,Home
1495,4,548,2023-02-10,Search
1496,1,694,2023-02-03,Category
1497,12,183,2023-02-15,Product
1498,18,222,2023-06-02,Search
1499,17,657,2023-06-02,Home
1500,10,455,2023-04-23,Home
1501,2,791,2023-05-01,Search
1502,12,931,2023-02-08,Product
1503,1,432,2023-02-03,Home
1504,7,697,2023-01-11,Home
1505,6,742,2023-02-04,Product
1506,17,111,2023-01-14,Category
1507,7,640,2023-03-18,Product
1508,14,124,2023-05-13,Product
1509,12,332,2023-02-04,Product
1510,11,13,2023-01-13,Search
1511,8,68,2023-02-15,Category
1512,12,45,2023-06-20,Home
1513,10,786,2023-02-14,Promo
1514,18,811,2023-04-04,Promo
1515,4,615,2023-02-09,Category
1516,13,695,2023-06-23,Product
1517,11,872,2023-03-06,Search
1518,1,624,2023-01-11,Promo
1519,17,656,2023-04-13,Product
1520,1,239,2023-05-19,Home
1521,4,317,2023-05-25,Product
1522,8,635,2023-06-14,Home
1523,12,511,2023-01-05,Category
1524,13,210,2023-02-05,Home
1525,20,969,2023-02-24,Search
1526,5,285,2023-06-11,Category
1527,2,534,2023-06-26,Search
1528,10,769,2023-06-27,Home
1529,11,351,2023-02-28,Product
1530,2,929,2023-02-18,Product
1531,8,623,2023-06-23,Search
1532,6,453,2023-05-11,Home
1533,16,72,2023-01-28,Product
1534,5,961,2023-01-21,Product
1535,6,607,2023-02-03,Promo
1536,17,81,2023-02-08,Search
1537,10,169,2023-06-15,Product
1538,6,621,2023-02-14,Product
1539,19,460,2023-03-10,Product
1540,16,82,2023-03-28,Category
1541,6,483,2023-04-13,Search
1542,20,753,2023-04-17,Search
1543,16,21,2023-02-27,Search
1544,3,778,2023-04-28,Category
1545,5,567,2023-05-18,Product
1546,15,314,2023-03-13,Search
1547,18,621,2023-03-13,Search
1548,5,733,2023-01-11,Search
1549,7,5,2023-02-05,Home
1550,12,504,2023-05-24,Search
1551,12,394,2023-04-13,Search
1552,19,73,2023-03-21,Search
1553,13,955,2023-01-04,Promo
1554,14,981,2023-02-07,Category
1555,17,727,2023-06-12,Search
1556,12,714,2023-06-23,Home
1557,14,754,2023-06-13,Product
1558,2,944,2023-02-16,Category
1559,1,715,2023-06-23,Product
1560,15,967,2023-03-20,Product
1561,20,593,2023-03-08,Product
1562,3,660,2023-01-04,Search
1563,19,998,2023-04-23,Home
1564,14,170,2023-05-07,Search
1565,10,513,2023-03-23,Promo
1566,19,316,2023-06-13,Search
1567,3,112,2023-06-28,Promo
1568,5,276,2023-03-27,Product
1569,10,7,2023-06-13,Product
1570,4,72,2023-04-01,Search
1571,10,751,2023-05-14,Search
1572,12,191,2023-02-06,Product
1573,6,515,2023-02-16,Home
1574,7,191,2023-04-19,Product
1575,6,829,2023-01-24,Product
1576,14,452,2023-03-28,Promo
1577,6,82,2023-01-28,Category
1578,4,284,2023-01-13,Home
1579,19,241,2023-03-01,Search
1580,4,10,2023-04-22,Home
1581,1,682,2023-03-25,Promo
1582,7,535,2023-01-04,Home
1583,17,986,2023-04-20,Category
1584,11,619,2023-04-16,Search
1585,11,323,2023-03-12,Product
1586,13,388,2023-03-22,Promo
1587,11,826,2023-01-12,Home
1588,13,743,2023-01-15,Product
1589,4,890,2023-01-20,Promo
1590,8,378,2023-03-23,Search
1591,16,528,2023-05-22,Search
1592,1,654,2023-06-07,Category
1593,12,895,2023-01-21,Home
1594,15,240,2023-06-11,Promo
1595,20,814,2023-04-13,Home
1596,16,675,2023-03-14,Home
1597,10,622,2023-06-13,Product
1598,17,898,2023-06-05,Promo
1599,2,131,2023-06-17,Search
1600,18,896,2023-01-10,Search
1601,4,494,2023-02-15,Promo
1602,7,175,2023-02-08,Home
1603,1,165,2023-01-14,Category
1604,9,226,2023-04-25,Category
1605,4,682,2023-06-16,Product
1606,16,93,2023-05-21,Category
1607,20,67,2023-02-19,Category
1608,13,670,2023-04-23,Promo
1609,8,229,2023-04-26,Category
1610,3,115,2023-01-10,Home
1611,19,960,2023-03-24,Product
1612,19,377,2023-06-04,Product
1613,19,755,2023-03-13,Home
1614,19,549,2023-03-02,Product
1615,11,790,2023-04-14,Category
1616,5,533,2023-06-26,Promo
1617,4,405,2023-05-08,Home
1618,15,324,2023-05-28,Product
1619,8,512,2023-03-27,Search
1620,10,150,2023-02-20,Home
1621,10,515,2023-05-11,Home
1622,19,490,2023-03-28,Product
1623,13,61,2023-04-10,Category
1624,7,869,2023-02-27,Product
1625,2,946,2023-06-24,Product
1626,13,307,2023-04-24,Product
1627,13,346,2023-01-18,Search
1628,12,776,2023-06-16,Search
1629,17,745,2023-04-03,Category
1630,7,718,2023-03-23,Promo
1631,5,332,2023-04-04,Promo
1632,10,469,2023-01-28,Product
1633,15,713,2023-05-05,Search
1634,7,224,2023-03-05,Product
1635,1,371,2023-06-21,Promo
1636,5,386,2023-01-22,Search
1637,6,949,2023-06-27,Home
1638,16,184,2023-01-12,Home
1639,11,608,2023-01-17,Search
1640,13,251,2023-02-21,Home
1641,13,501,2023-01-08,Category
1642,6,669,2023-06-20,Search
1643,3,797,2023-06-26,Search
1644,9,648,2023-06-13,Search
1645,4,120,2023-03-01,Home
1646,17,231,2023-01-16,Home
1647,19,492,2023-05-19,Category
1648,4,814,2023-06-24,Promo
1649,16,661,2023-02-13,Search
1650,5,102,2023-03-19,Category
1651,18,190,2023-01-23,Search
1652,13,570,2023-06-01,Promo
1653,3,532,2023-05-16,Promo
1654,4,772,2023-05-23,Product
1655,6,883,2023-06-04,Promo
1656,1,569,2023-06-06,Search
1657,2,132,2023-03-04,Promo
1658,6,90,2023-02-21,Promo
1659,2,87,2023-03-28,Home
1660,12,990,2023-05-10,Promo
1661,1,255,2023-02-14,Category
1662,10,675,2023-01-17,Promo
1663,19,503,2023-04-05,Category
1664,20,552,2023-05-12,Promo
1665,4,679,2023-02-23,Home
1666,7,146,2023-02-02,Category
1667,20,566,2023-02-05,Product
1668,9,132,2023-05-12,Promo
1669,18,262,2023-04-03,Category
1670,6,410,2023-04-21,Search
1671,14,963,2023-01-09,Product
1672,3,645,2023-05-07,Category
1673,7,732,2023-06-23,Category
1674,17,620,2023-05-22,Product
1675,5,324,2023-04-27,Search
1676,20,254,2023-04-01,Home
1677,18,113,2023-03-04,Promo
1678,11,656,2023-04-03,Home
1679,9,150,2023-03-11,Product
1680,4,387,2023-03-01,Product
1681,4,180,2023-04-04,Promo
